,Unnamed: 0,ward code,total_room,Entire home/apt,Hotel room,Private room,Shared room,avg_price,avg_minimum_nights,avg_reviews_per_month,avg_availability_365,avg_star_rate,ward name,nonwork_rate,middle_high_class_pro,advanced_education_rate,public_transport_station_coverage,average_commute_distance,All Usual residents,unhealthy_rate,disabled_pro,average_crime,young_people,children_teenager,old_people,middle_aged,household_deprivation_rate,mean_rent_price
247,247,E05013593,119,70.0,0.0,49.0,0.0,123.96638655462183,4.882352941176471,1.0282758620689656,101.6218487394958,4.857049180327868,Hornsey,0.08,0.59,0.07,0.45,2.72,14719.0,0.05,0.14,93.42,0.09,0.16,0.11,0.64,0.48,1222.66
248,248,E05013594,74,38.0,0.0,36.0,0.0,101.0945945945946,2.810810810810811,1.1084375,91.89189189189187,4.829122807017543,Muswell Hill,0.06,0.65,0.07,0.43,2.58,8842.0,0.03,0.13,71.58,0.09,0.17,0.16,0.58,0.42,1311.83
249,249,E05013595,118,54.0,0.0,63.0,1.0,124.7542372881356,4.279661016949152,1.4654761904761904,108.22881355932203,4.799692307692308,Noel Park,0.14,0.34,0.1,0.6,4.56,13673.0,0.06,0.16,280.0,0.14,0.13,0.09,0.64,0.63,1100.4
250,250,E05013596,56,22.0,0.0,34.0,0.0,128.58928571428572,4.928571428571429,1.197906976744186,163.80357142857142,4.712962962962963,Northumberland Park,0.18,0.25,0.11,0.58,6.02,14847.0,0.06,0.15,185.5,0.13,0.21,0.09,0.57,0.71,938.97
251,251,E05013597,100,51.0,0.0,49.0,0.0,85.41,4.34,0.843125,112.51,4.687586206896552,St Ann's,0.14,0.37,0.08,0.57,3.91,10280.0,0.06,0.14,75.29,0.11,0.17,0.09,0.63,0.62,1079.81
252,252,E05013598,107,54.0,0.0,53.0,0.0,91.14018691588784,4.196261682242991,1.352,118.5140186915888,4.606164383561644,Seven Sisters,0.14,0.34,0.1,0.58,4.31,9413.0,0.06,0.13,105.42,0.13,0.19,0.09,0.59,0.67,1154.51
253,253,E05013599,137,72.0,0.0,64.0,1.0,91.03649635036496,3.8613138686131383,0.85,118.7080291970803,4.683548387096774,South Tottenham,0.13,0.36,0.12,0.51,4.6,17118.0,0.05,0.12,157.92,0.14,0.24,0.08,0.54,0.64,1047.31
254,254,E05013600,129,83.0,0.0,46.0,0.0,118.96124031007751,5.542635658914729,0.6997959183673469,72.67441860465117,4.868266666666667,Stroud Green,0.08,0.61,0.06,0.47,2.6,10921.0,0.04,0.15,99.08,0.09,0.13,0.11,0.67,0.47,1237.17
255,255,E05013601,141,77.0,0.0,63.0,1.0,97.8936170212766,4.602836879432624,0.9530188679245284,120.2836879432624,4.726125,Tottenham Central,0.13,0.36,0.09,0.58,4.71,14389.0,0.05,0.14,140.38,0.11,0.16,0.1,0.63,0.62,1076.19
256,256,E05013602,82,47.0,0.0,34.0,1.0,110.3048780487805,2.7804878048780486,1.0225396825396826,118.15853658536584,4.7365306122448985,Tottenham Hale,0.13,0.31,0.19,0.61,5.29,11940.0,0.05,0.13,146.46,0.19,0.18,0.07,0.56,0.61,1064.65
257,257,E05013603,123,66.0,0.0,57.0,0.0,118.7479674796748,3.9186991869918697,0.8282795698924731,121.0569105691057,4.7171830985915495,West Green,0.13,0.38,0.09,0.56,4.2,14718.0,0.05,0.14,122.12,0.12,0.16,0.11,0.61,0.62,1100.4
258,258,E05013604,65,33.0,0.0,31.0,1.0,112.76923076923076,3.0,1.3533333333333333,164.87692307692308,4.779230769230769,White Hart Lane,0.16,0.31,0.11,0.51,5.02,13423.0,0.07,0.16,107.0,0.15,0.16,0.11,0.58,0.65,996.75
259,259,E05013605,84,46.0,0.0,38.0,0.0,91.08333333333331,3.357142857142857,1.139,126.46428571428572,4.7065,Woodside,0.13,0.36,0.09,0.59,4.49,15403.0,0.05,0.14,133.71,0.11,0.16,0.1,0.63,0.64,2209.3
260,260,E05013606,68,31.0,0.0,36.0,1.0,109.58823529411764,1.9411764705882355,1.5769767441860465,186.19117647058823,4.470625,Bedfont,0.11,0.35,0.08,0.29,5.99,15350.0,0.04,0.14,106.25,0.12,0.21,0.11,0.56,0.62,915.6
261,261,E05013607,67,58.0,0.0,9.0,0.0,157.47761194029852,7.014925373134329,0.8173076923076923,199.9402985074627,4.632790697674419,Brentford East,0.12,0.45,0.08,0.4,4.09,8614.0,0.05,0.15,60.12,0.11,0.21,0.08,0.6,0.57,1222.25
262,262,E05013608,80,54.0,0.0,26.0,0.0,128.8,3.75,1.1887096774193548,133.7375,4.79047619047619,Brentford West,0.08,0.52,0.08,0.36,3.57,8556.0,0.04,0.13,57.33,0.1,0.18,0.12,0.6,0.49,1171.34
263,263,E05013609,147,88.0,0.0,59.0,0.0,140.0748299319728,3.782312925170068,0.9958196721311476,127.85714285714286,4.760315789473684,Chiswick Gunnersbury,0.07,0.6,0.08,0.39,3.06,12778.0,0.04,0.12,143.79,0.11,0.15,0.15,0.59,0.43,1269.95
264,264,E05013610,123,79.0,4.0,40.0,0.0,155.34146341463415,5.089430894308944,0.7958333333333334,103.8780487804878,4.7262162162162165,Chiswick Homefields,0.06,0.62,0.07,0.35,2.96,13892.0,0.03,0.11,111.25,0.1,0.17,0.16,0.57,0.38,1297.13
265,265,E05013611,87,68.0,0.0,19.0,0.0,180.8735632183908,4.551724137931035,0.7744594594594595,141.0,4.6836363636363645,Chiswick Riverside,0.06,0.62,0.07,0.37,3.07,9890.0,0.03,0.11,56.12,0.09,0.18,0.14,0.59,0.39,1272.76
266,266,E05013612,27,13.0,0.0,14.0,0.0,77.85185185185185,1.4814814814814814,0.8031818181818182,207.4814814814815,4.379285714285714,Cranford,0.15,0.29,0.09,0.41,5.95,16032.0,0.04,0.12,111.08,0.12,0.19,0.11,0.58,0.67,928.31
267,267,E05013613,24,3.0,0.0,21.0,0.0,75.16666666666667,2.25,0.9272222222222224,155.70833333333334,4.6353333333333335,Feltham North,0.12,0.34,0.08,0.33,5.41,12792.0,0.05,0.14,95.46,0.11,0.19,0.14,0.56,0.64,941.03
268,268,E05013614,28,9.0,0.0,19.0,0.0,89.17857142857143,2.1785714285714284,1.889375,195.9642857142857,4.7716666666666665,Feltham West,0.11,0.39,0.08,0.27,5.4,16207.0,0.04,0.12,136.75,0.13,0.22,0.08,0.57,0.58,916.87
269,269,E05013615,38,6.0,0.0,32.0,0.0,75.73684210526316,2.3947368421052637,0.6604166666666667,165.18421052631578,4.805555555555555,Hanworth Park,0.09,0.41,0.08,0.28,5.37,10054.0,0.04,0.13,74.92,0.11,0.2,0.13,0.56,0.58,979.18
270,270,E05013616,30,9.0,0.0,19.0,2.0,85.1,2.7,1.1910526315789474,219.36666666666667,4.800625,Hanworth Village,0.12,0.34,0.08,0.27,5.27,16527.0,0.05,0.14,110.62,0.12,0.22,0.11,0.55,0.62,933.4
271,271,E05013617,17,3.0,0.0,14.0,0.0,84.76470588235294,1.8235294117647056,0.8123076923076924,96.0,4.568,Heston Central,0.15,0.34,0.09,0.38,5.46,14538.0,0.05,0.12,83.25,0.12,0.2,0.12,0.56,0.63,967.1
272,272,E05013618,25,10.0,0.0,15.0,0.0,72.44,3.12,1.4013043478260871,251.32,4.570952380952381,Heston East,0.14,0.36,0.12,0.36,5.14,11552.0,0.04,0.12,70.62,0.13,0.18,0.13,0.56,0.6,1004.61
273,273,E05013619,17,9.0,0.0,8.0,0.0,129.7058823529412,1.7058823529411764,0.93,170.47058823529412,4.718,Heston West,0.16,0.31,0.1,0.3,5.4,15339.0,0.05,0.12,111.42,0.13,0.21,0.12,0.54,0.65,941.03
274,274,E05013620,44,32.0,0.0,9.0,3.0,119.25,7.977272727272727,1.6989655172413791,211.4090909090909,4.4270000000000005,Hounslow Central,0.12,0.38,0.1,0.56,5.25,10605.0,0.03,0.09,194.38,0.1,0.21,0.07,0.62,0.62,953.75
275,275,E05013621,26,10.0,0.0,16.0,0.0,68.8076923076923,1.7692307692307692,1.4382608695652173,102.42307692307692,4.761666666666667,Hounslow East,0.13,0.37,0.09,0.51,4.98,8775.0,0.04,0.11,71.0,0.11,0.21,0.11,0.57,0.6,991.9
276,276,E05013622,34,12.0,0.0,22.0,0.0,75.08823529411765,6.941176470588236,1.2324000000000002,193.2941176470588,4.679333333333333,Hounslow Heath,0.14,0.33,0.1,0.42,5.26,16075.0,0.04,0.11,113.83,0.12,0.21,0.1,0.57,0.65,928.31
277,277,E05013623,48,25.0,0.0,23.0,0.0,97.75,3.1041666666666665,1.729375,140.9375,4.8124,Hounslow South,0.09,0.45,0.08,0.31,4.32,13866.0,0.04,0.12,49.42,0.11,0.17,0.14,0.58,0.51,1033.61
278,278,E05013624,30,16.0,0.0,14.0,0.0,93.43333333333334,5.8,2.0615,153.26666666666668,4.658823529411765,Hounslow West,0.15,0.33,0.08,0.48,5.75,15906.0,0.04,0.12,102.42,0.12,0.19,0.11,0.58,0.67,966.46
279,279,E05013625,77,39.0,0.0,37.0,1.0,121.77922077922078,2.3506493506493507,1.01,138.5974025974026,4.7504,Isleworth,0.09,0.49,0.08,0.29,3.73,14051.0,0.05,0.14,68.54,0.1,0.21,0.12,0.57,0.51,1160.31
280,280,E05013626,80,41.0,0.0,39.0,0.0,120.3625,3.9625,0.8451612903225806,168.25,4.644489795918368,Osterley & Spring Grove,0.08,0.53,0.08,0.36,4.14,14593.0,0.03,0.11,93.33,0.1,0.18,0.14,0.58,0.47,1157.74
281,281,E05013627,59,31.0,0.0,28.0,0.0,103.27118644067797,5.864406779661017,0.8711111111111112,112.45762711864408,4.746176470588235,Syon & Brentford Lock,0.1,0.51,0.07,0.33,3.54,12164.0,0.04,0.13,102.0,0.1,0.18,0.11,0.61,0.5,1208.09
282,282,E05013628,60,21.0,0.0,39.0,0.0,123.66666666666669,2.466666666666667,0.8472500000000001,190.13333333333333,4.707586206896552,Barnet Vale,0.08,0.56,0.07,0.33,4.3,17043.0,0.04,0.13,75.54,0.1,0.17,0.17,0.56,0.47,1095.62
283,283,E05013629,47,15.0,0.0,32.0,0.0,87.25531914893617,4.872340425531915,0.4863888888888889,175.17021276595744,4.729285714285715,Brunswick Park,0.1,0.5,0.08,0.29,4.07,16152.0,0.04,0.14,74.08,0.11,0.18,0.17,0.54,0.48,1069.4
284,284,E05013630,55,27.0,0.0,27.0,1.0,95.0909090909091,3.8181818181818175,1.3607142857142858,152.25454545454545,4.503333333333334,Burnt Oak,0.14,0.33,0.11,0.42,5.39,21590.0,0.05,0.13,138.5,0.13,0.21,0.1,0.56,0.66,941.77
285,285,E05013631,276,180.0,3.0,93.0,0.0,133.8985507246377,3.057971014492753,1.297,143.44202898550725,4.735298013245033,Childs Hill,0.11,0.5,0.09,0.46,3.16,19401.0,0.04,0.13,157.21,0.11,0.18,0.14,0.57,0.51,1306.01
286,286,E05013632,68,25.0,0.0,42.0,1.0,91.83823529411764,3.5588235294117645,0.6639393939393939,91.70588235294116,4.7052,Colindale North,0.15,0.35,0.12,0.44,5.2,12735.0,0.05,0.12,71.04,0.14,0.22,0.07,0.57,0.62,1122.43
287,287,E05013633,195,101.0,0.0,94.0,0.0,105.2974358974359,5.076923076923077,0.8039999999999999,123.44102564102565,4.744805194805196,Colindale South,0.11,0.45,0.12,0.48,4.63,18997.0,0.04,0.1,111.17,0.14,0.18,0.07,0.61,0.49,1179.2
288,288,E05013634,109,71.0,0.0,38.0,0.0,126.08256880733946,5.247706422018348,1.0052439024390245,151.89908256880733,4.63968253968254,Cricklewood,0.15,0.37,0.11,0.48,3.94,10425.0,0.05,0.13,116.46,0.14,0.2,0.1,0.56,0.61,1219.73
289,289,E05013635,35,19.0,0.0,16.0,0.0,106.37142857142857,3.0,0.4065217391304347,207.37142857142857,4.865833333333334,East Barnet,0.09,0.51,0.08,0.28,4.24,18091.0,0.04,0.14,91.96,0.11,0.2,0.15,0.54,0.48,1014.03
290,290,E05013636,111,79.0,0.0,32.0,0.0,97.25225225225223,5.864864864864865,0.5248863636363637,163.59459459459458,4.80828125,East Finchley,0.09,0.55,0.08,0.41,3.19,16326.0,0.05,0.15,80.62,0.11,0.18,0.15,0.56,0.51,1144.28
291,291,E05013637,83,38.0,0.0,44.0,1.0,110.33734939759036,3.0120481927710845,1.0626229508196725,216.3855421686747,4.690192307692308,Edgware,0.09,0.52,0.08,0.35,4.79,19770.0,0.03,0.12,126.12,0.11,0.2,0.16,0.53,0.48,2311.23
292,292,E05013638,23,6.0,0.0,17.0,0.0,101.0,1.8695652173913044,0.905,187.0434782608696,4.792727272727273,Edgwarebury,0.1,0.49,0.09,0.28,4.65,12341.0,0.04,0.12,63.21,0.12,0.23,0.15,0.5,0.52,949.46
293,293,E05013639,87,52.0,0.0,35.0,0.0,127.44827586206895,4.160919540229885,0.9547540983606556,124.03448275862068,4.761428571428572,Finchley Church End,0.1,0.54,0.07,0.38,3.36,18840.0,0.03,0.12,92.0,0.1,0.18,0.18,0.54,0.47,1276.1
294,294,E05013640,84,41.0,0.0,43.0,0.0,108.17857142857144,2.869047619047619,0.7698113207547169,117.58333333333331,4.710930232558139,Friern Barnet,0.1,0.47,0.09,0.38,3.97,19062.0,0.04,0.14,116.62,0.1,0.2,0.13,0.57,0.51,1060.65
295,295,E05013641,58,32.0,0.0,24.0,2.0,149.41379310344828,3.810344827586207,0.806,113.39655172413794,4.714444444444445,Garden Suburb,0.07,0.63,0.08,0.31,2.58,12668.0,0.03,0.1,64.79,0.09,0.19,0.21,0.51,0.36,1314.2
296,296,E05013642,144,98.0,0.0,45.0,1.0,153.59027777777777,3.9166666666666665,1.1770833333333333,161.25694444444446,4.758028169014084,Golders Green,0.1,0.51,0.1,0.37,3.29,15148.0,0.04,0.11,67.92,0.12,0.27,0.13,0.48,0.54,1293.72
297,297,E05013643,161,95.0,0.0,63.0,3.0,132.50310559006212,4.279503105590062,1.1601923076923075,153.96273291925465,4.6276,Hendon,0.1,0.44,0.13,0.41,4.12,21981.0,0.03,0.12,151.25,0.14,0.21,0.12,0.53,0.55,1153.11
298,298,E05013644,29,23.0,0.0,6.0,0.0,156.51724137931035,6.137931034482759,1.3263636363636364,157.13793103448276,4.789333333333333,High Barnet,0.08,0.58,0.07,0.28,4.53,12011.0,0.04,0.14,65.17,0.1,0.17,0.2,0.53,0.45,1111.94
299,299,E05013645,97,61.0,0.0,35.0,1.0,141.88659793814432,3.814432989690722,0.7264705882352941,185.82474226804123,4.74547619047619,Mill Hill,0.08,0.52,0.09,0.31,4.01,17825.0,0.04,0.12,102.92,0.12,0.19,0.16,0.53,0.46,1186.7
300,300,E05013646,59,29.0,0.0,30.0,0.0,136.96610169491527,2.694915254237288,1.1085714285714283,144.5593220338983,4.825769230769231,Totteridge & Woodside,0.08,0.6,0.08,0.35,3.7,14902.0,0.03,0.11,49.46,0.09,0.19,0.18,0.54,0.38,1269.22
301,301,E05013647,33,19.0,0.0,14.0,0.0,113.63636363636364,2.4545454545454546,1.1495652173913045,147.4848484848485,4.830625,Underhill,0.1,0.49,0.08,0.29,4.46,12287.0,0.05,0.16,54.0,0.11,0.18,0.17,0.54,0.52,1002.38
302,302,E05013648,75,47.0,0.0,28.0,0.0,147.76,4.773333333333333,0.7000000000000001,149.74666666666667,4.6315625,West Finchley,0.1,0.53,0.07,0.43,3.68,19407.0,0.04,0.13,119.17,0.09,0.19,0.14,0.58,0.48,1194.21
303,303,E05013649,147,98.0,0.0,48.0,1.0,115.60544217687077,4.877551020408164,1.0278504672897195,169.81632653061226,4.626891891891892,West Hendon,0.11,0.4,0.1,0.47,4.74,17261.0,0.04,0.12,165.79,0.12,0.16,0.11,0.61,0.58,1201.72
304,304,E05013650,39,23.0,0.0,15.0,1.0,116.25641025641026,3.1538461538461537,0.7777777777777778,206.56410256410257,4.818695652173913,Whetstone,0.09,0.57,0.06,0.34,3.8,10900.0,0.04,0.13,53.75,0.09,0.18,0.18,0.55,0.44,1229.06
305,305,E05013651,62,35.0,0.0,27.0,0.0,134.6290322580645,3.225806451612903,1.2451162790697674,132.7741935483871,4.828888888888889,Woodhouse,0.11,0.48,0.08,0.39,4.14,14177.0,0.05,0.14,99.75,0.1,0.17,0.15,0.58,0.52,1130.59
306,306,E05013652,239,193.0,0.0,46.0,0.0,182.5732217573222,6.489539748953975,0.7429608938547486,116.02092050209204,4.752442748091603,Belsize,0.05,0.7,0.07,0.45,1.76,12107.0,0.03,0.1,72.92,0.08,0.16,0.13,0.63,0.4,1366.07
307,307,E05013653,688,504.0,0.0,172.0,12.0,214.96075581395348,4.267441860465116,1.425419708029197,136.1206395348837,4.599048625792812,Bloomsbury,0.07,0.37,0.4,0.36,2.07,11370.0,0.05,0.16,536.12,0.38,0.06,0.1,0.46,0.56,1246.16
308,308,E05013654,190,105.0,0.0,85.0,0.0,127.61578947368422,3.7157894736842105,1.1019496855345912,102.06315789473685,4.625538461538462,Camden Square,0.11,0.49,0.14,0.42,2.48,7103.0,0.05,0.17,65.88,0.17,0.13,0.1,0.6,0.55,1203.52
309,309,E05013655,336,237.0,0.0,97.0,2.0,161.94345238095238,4.732142857142857,1.2775276752767526,105.09821428571428,4.651959798994975,Camden Town,0.1,0.49,0.16,0.45,2.47,6818.0,0.05,0.17,296.96,0.18,0.13,0.09,0.6,0.55,1298.57
310,310,E05013656,177,130.0,0.0,47.0,0.0,129.27118644067798,4.655367231638418,0.7368333333333333,103.36158192090396,4.62531914893617,Fortune Green,0.08,0.59,0.08,0.54,2.57,11562.0,0.04,0.13,73.12,0.11,0.15,0.11,0.63,0.48,1239.16
311,311,E05013657,116,94.0,0.0,21.0,1.0,183.23275862068965,9.982758620689657,0.7304054054054053,124.04310344827586,4.746851851851852,Frognal,0.07,0.65,0.09,0.44,2.13,7735.0,0.02,0.1,40.42,0.1,0.18,0.15,0.57,0.37,1385.06
312,312,E05013658,140,106.0,0.0,34.0,0.0,160.25,4.014285714285714,0.7532710280373831,95.16428571428573,4.7680952380952375,Gospel Oak,0.12,0.53,0.09,0.4,2.44,11739.0,0.07,0.19,97.0,0.12,0.16,0.13,0.59,0.58,1252.71
313,313,E05013659,122,99.0,0.0,23.0,0.0,210.2295081967213,4.680327868852459,0.789622641509434,112.77868852459017,4.785217391304348,Hampstead Town,0.05,0.71,0.07,0.41,1.83,8088.0,0.03,0.11,61.46,0.08,0.16,0.18,0.58,0.35,1350.85
314,314,E05013660,253,179.0,1.0,72.0,1.0,145.29644268774703,5.466403162055336,0.9726315789473684,77.7588932806324,4.61169014084507,Haverstock,0.13,0.48,0.12,0.43,2.27,11976.0,0.06,0.18,94.54,0.15,0.16,0.12,0.57,0.58,1203.52
315,315,E05013661,126,92.0,0.0,34.0,0.0,159.6031746031746,4.857142857142857,0.8426595744680851,95.86507936507935,4.804347826086956,Highgate,0.09,0.59,0.09,0.39,2.18,10231.0,0.06,0.16,86.5,0.11,0.15,0.18,0.56,0.49,2552.43
316,316,E05013662,696,539.0,1.0,154.0,2.0,244.91091954022988,5.405172413793103,1.1431715771230502,131.13505747126436,4.629416666666667,Holborn & Covent Garden,0.11,0.46,0.18,0.37,1.84,10321.0,0.07,0.17,472.5,0.19,0.11,0.12,0.58,0.56,1350.01
317,317,E05013663,105,78.0,0.0,27.0,0.0,138.44761904761904,3.7142857142857135,0.7542528735632185,68.8952380952381,4.791643835616439,Kentish Town North,0.08,0.6,0.09,0.43,1.91,7291.0,0.05,0.16,58.67,0.12,0.14,0.11,0.63,0.48,1243.68
318,318,E05013664,245,166.0,0.0,79.0,0.0,138.6,4.391836734693878,0.8791584158415842,92.70204081632652,4.700975609756098,Kentish Town South,0.11,0.5,0.15,0.43,2.34,10308.0,0.06,0.17,106.0,0.17,0.15,0.11,0.57,0.55,1250.45
319,319,E05013665,203,134.0,0.0,67.0,2.0,141.28571428571428,4.660098522167488,1.579671052631579,131.93103448275863,4.641896551724138,Kilburn,0.15,0.43,0.11,0.53,2.72,12007.0,0.06,0.17,154.0,0.13,0.16,0.12,0.59,0.65,2342.71
320,320,E05013666,554,250.0,4.0,296.0,4.0,144.97472924187727,3.0938628158844765,1.8286474501108647,131.82490974729242,4.455549738219895,King's Cross,0.11,0.35,0.33,0.41,2.54,11462.0,0.05,0.16,220.5,0.29,0.12,0.08,0.51,0.57,1368.76
321,321,E05013667,196,152.0,1.0,42.0,1.0,206.9234693877551,5.239795918367347,0.7986538461538462,111.89795918367346,4.758448275862069,Primrose Hill,0.09,0.57,0.1,0.4,2.04,12423.0,0.04,0.13,87.96,0.11,0.17,0.16,0.56,0.48,1383.11
322,322,E05013668,440,263.0,0.0,175.0,2.0,157.93863636363636,3.829545454545455,1.612804232804233,134.75,4.47920634920635,Regent's Park,0.13,0.39,0.22,0.43,2.58,11932.0,0.06,0.16,188.83,0.22,0.15,0.1,0.53,0.61,2617.03
323,323,E05013669,330,173.0,0.0,156.0,1.0,140.07575757575756,3.742424242424242,1.5317241379310345,113.22121212121212,4.58561320754717,St Pancras & Somers Town,0.14,0.32,0.24,0.43,2.72,12459.0,0.07,0.19,150.54,0.24,0.16,0.09,0.51,0.7,1179.86
324,324,E05013670,226,145.0,0.0,81.0,0.0,150.7566371681416,4.933628318584071,1.2782967032967034,106.73893805309734,4.750704225352113,South Hampstead,0.08,0.63,0.1,0.52,2.1,12024.0,0.04,0.12,87.42,0.12,0.15,0.1,0.63,0.45,1279.82
325,325,E05013671,218,145.0,6.0,66.0,1.0,136.41743119266056,4.160550458715596,1.0423214285714286,99.5091743119266,4.70890756302521,West Hampstead,0.09,0.61,0.1,0.57,2.43,11192.0,0.05,0.14,103.33,0.12,0.13,0.09,0.66,0.48,1287.28
326,326,E05013672,22,14.0,0.0,8.0,0.0,111.5909090909091,4.136363636363637,0.8083333333333333,147.9090909090909,4.826153846153846,Arnos Grove,0.08,0.53,0.07,0.36,4.17,8883.0,0.03,0.12,42.25,0.1,0.18,0.19,0.53,0.46,1190.42
327,327,E05013673,49,17.0,0.0,32.0,0.0,103.46938775510203,2.6122448979591835,0.8196428571428571,198.6122448979592,4.837619047619048,Bowes,0.14,0.34,0.08,0.45,4.94,10710.0,0.05,0.13,58.0,0.12,0.17,0.13,0.58,0.62,1002.19
328,328,E05013674,40,15.0,1.0,24.0,0.0,83.225,2.875,0.9966666666666668,224.325,4.684444444444444,Brimsdown,0.16,0.3,0.11,0.31,6.25,16289.0,0.06,0.14,151.71,0.15,0.23,0.1,0.52,0.65,962.63
329,329,E05013675,10,5.0,0.0,5.0,0.0,148.3,1.6,2.14125,207.1,4.836666666666667,Bullsmoor,0.15,0.31,0.11,0.27,6.24,11375.0,0.06,0.17,86.29,0.14,0.22,0.12,0.52,0.65,888.13
330,330,E05013676,16,6.0,0.0,10.0,0.0,96.25,3.9375,0.7100000000000001,195.9375,4.86,Bush Hill Park,0.1,0.51,0.06,0.26,4.28,13015.0,0.04,0.14,57.12,0.09,0.17,0.22,0.52,0.49,1093.3
331,331,E05013677,23,6.0,1.0,16.0,0.0,96.56521739130434,2.4347826086956523,1.3277777777777775,189.08695652173915,4.652222222222222,Carterhatch,0.18,0.28,0.12,0.29,5.93,12802.0,0.06,0.15,116.83,0.16,0.24,0.1,0.5,0.69,929.66
332,332,E05013678,26,13.0,0.0,13.0,0.0,141.15384615384616,2.923076923076923,0.8655555555555555,253.69230769230768,4.835384615384616,Cockfosters,0.1,0.52,0.07,0.27,4.89,10156.0,0.05,0.14,54.42,0.1,0.18,0.22,0.5,0.48,1237.23
333,333,E05013679,30,17.0,0.0,13.0,0.0,110.16666666666669,3.0,1.2625,182.2,4.782352941176471,Edmonton Green,0.2,0.26,0.12,0.45,5.85,17064.0,0.06,0.15,231.0,0.15,0.23,0.1,0.52,0.73,908.57
334,334,E05013680,22,13.0,0.0,8.0,1.0,90.45454545454544,2.5,0.938125,219.5,4.71,Enfield Lock,0.15,0.33,0.11,0.34,6.5,17860.0,0.05,0.14,131.21,0.13,0.24,0.09,0.54,0.63,907.25
335,335,E05013681,44,32.0,5.0,7.0,0.0,142.5909090909091,1.9318181818181817,0.4765625,196.1136363636364,4.562222222222222,Grange Park,0.08,0.57,0.06,0.3,3.95,8608.0,0.03,0.12,34.04,0.1,0.17,0.2,0.53,0.44,1131.09
336,336,E05013682,40,15.0,0.0,24.0,1.0,120.4,2.5,1.5767741935483872,212.8,4.559230769230769,Haselbury,0.16,0.3,0.11,0.42,5.21,18305.0,0.05,0.13,125.62,0.14,0.22,0.12,0.52,0.66,909.88
337,337,E05013683,15,8.0,0.0,7.0,0.0,115.66666666666669,3.933333333333333,0.4784615384615384,159.06666666666666,4.93625,Highfield,0.13,0.4,0.08,0.3,4.59,9546.0,0.05,0.14,47.42,0.11,0.18,0.17,0.54,0.56,1066.45
338,338,E05013684,23,8.0,0.0,15.0,0.0,73.0,2.652173913043478,1.0947619047619048,213.65217391304347,4.625,Jubilee,0.16,0.3,0.11,0.35,5.77,16370.0,0.06,0.14,107.46,0.14,0.22,0.13,0.51,0.64,843.95
339,339,E05013685,36,13.0,0.0,23.0,0.0,81.30555555555556,5.0,0.8474193548387097,212.47222222222223,4.611111111111111,Lower Edmonton,0.17,0.28,0.12,0.44,5.88,16521.0,0.05,0.13,123.17,0.15,0.22,0.1,0.53,0.68,909.88
340,340,E05013686,73,38.0,0.0,35.0,0.0,93.08219178082192,5.027397260273973,0.8025925925925925,129.986301369863,4.842195121951219,New Southgate,0.1,0.45,0.07,0.51,4.36,11120.0,0.04,0.13,55.54,0.11,0.18,0.11,0.6,0.54,1165.35
341,341,E05013687,12,5.0,0.0,7.0,0.0,110.33333333333331,2.6666666666666665,0.728,174.33333333333334,4.924285714285714,Oakwood,0.09,0.54,0.07,0.26,4.21,8711.0,0.04,0.13,34.71,0.1,0.19,0.18,0.53,0.46,1196.54
342,342,E05013688,43,19.0,0.0,24.0,0.0,96.18604651162792,5.325581395348837,1.382,147.06976744186048,4.764285714285714,Palmers Green,0.1,0.48,0.07,0.45,4.04,10831.0,0.04,0.13,100.58,0.09,0.17,0.14,0.6,0.52,1190.42
343,343,E05013689,49,20.0,1.0,28.0,0.0,103.16326530612244,3.918367346938776,0.8708571428571429,226.53061224489795,4.742307692307692,Ponders End,0.18,0.28,0.13,0.37,5.91,13493.0,0.05,0.13,144.08,0.15,0.25,0.09,0.51,0.67,942.85
344,344,E05013690,18,7.0,0.0,11.0,0.0,108.27777777777776,2.7777777777777777,0.9266666666666667,194.33333333333331,4.8,Ridgeway,0.07,0.56,0.06,0.27,4.17,12783.0,0.04,0.14,77.21,0.09,0.17,0.2,0.54,0.48,1116.32
345,345,E05013691,31,14.0,0.0,17.0,0.0,89.51612903225806,2.032258064516129,1.0558823529411765,191.1935483870968,4.787692307692308,Southbury,0.1,0.44,0.09,0.32,4.6,15353.0,0.04,0.13,107.67,0.12,0.22,0.11,0.55,0.55,1015.38
346,346,E05013692,55,17.0,0.0,37.0,1.0,102.8,3.5636363636363635,0.74375,175.14545454545456,4.835384615384616,Southgate,0.1,0.49,0.07,0.38,4.11,15223.0,0.04,0.13,68.88,0.1,0.18,0.16,0.56,0.49,1162.29
347,347,E05013693,38,21.0,4.0,13.0,0.0,125.07894736842104,4.105263157894737,0.7685000000000001,149.8684210526316,4.630833333333333,Town,0.08,0.54,0.06,0.28,4.19,13337.0,0.04,0.13,142.46,0.1,0.19,0.16,0.55,0.47,1100.97
348,348,E05013694,26,10.0,3.0,13.0,0.0,99.3076923076923,2.8076923076923075,0.8683333333333334,236.84615384615384,4.326153846153846,Upper Edmonton,0.18,0.28,0.12,0.42,5.46,16824.0,0.06,0.13,226.88,0.15,0.23,0.09,0.53,0.69,936.26
349,349,E05013695,13,6.0,0.0,7.0,0.0,90.6153846153846,2.3846153846153846,1.0372727272727271,240.07692307692307,4.847142857142857,Whitewebbs,0.1,0.47,0.08,0.25,4.76,14390.0,0.05,0.15,94.46,0.11,0.21,0.16,0.52,0.54,1054.93
