,Unnamed: 0,ward code,total_room,Entire home/apt,Hotel room,Private room,Shared room,avg_price,avg_minimum_nights,avg_reviews_per_month,avg_availability_365,avg_star_rate,ward name,nonwork_rate,middle_high_class_pro,advanced_education_rate,public_transport_station_coverage,average_commute_distance,All Usual residents,unhealthy_rate,disabled_pro,average_crime,young_people,children_teenager,old_people,middle_aged,household_deprivation_rate,mean_rent_price
143,143,E05011483,11,4.0,0.0,7.0,0.0,110.0909090909091,1.3636363636363635,1.4111111111111112,232.1818181818182,4.86,Shirley South,0.1,0.51,0.08,0.31,4.83,10793.0,0.04,0.14,51.79,0.13,0.18,0.2,0.49,0.51,
144,144,E05011484,77,36.0,0.0,41.0,0.0,89.68831168831169,3.363636363636364,1.2650943396226415,147.32467532467533,4.762820512820513,South Croydon,0.08,0.55,0.06,0.42,4.18,17210.0,0.03,0.13,106.12,0.09,0.19,0.11,0.61,0.48,1204.53
145,145,E05011485,91,47.0,0.0,44.0,0.0,85.58241758241758,3.230769230769231,1.0315625,153.58241758241758,4.667234042553192,South Norwood,0.1,0.46,0.08,0.49,4.53,16529.0,0.04,0.14,129.42,0.11,0.19,0.11,0.59,0.56,1150.36
146,146,E05011486,98,32.0,0.0,66.0,0.0,74.66326530612245,3.377551020408163,0.9391549295774648,195.44897959183675,4.73,Thornton Heath,0.12,0.41,0.1,0.48,4.86,17980.0,0.04,0.14,134.04,0.13,0.19,0.11,0.57,0.57,1123.3
147,147,E05011487,85,39.0,0.0,46.0,0.0,83.02352941176471,4.776470588235294,0.6586792452830188,174.1529411764706,4.667435897435897,Waddon,0.1,0.45,0.09,0.39,4.61,18486.0,0.04,0.15,158.83,0.12,0.21,0.1,0.57,0.56,1179.26
148,148,E05011488,50,20.0,0.0,30.0,0.0,97.3,2.82,0.6656756756756756,145.22,4.458333333333333,West Thornton,0.14,0.36,0.11,0.4,5.06,18766.0,0.04,0.13,178.96,0.13,0.22,0.1,0.55,0.61,978.36
149,149,E05011489,75,34.0,0.0,41.0,0.0,86.58666666666667,2.88,0.888,179.18666666666667,4.682391304347826,Woodside,0.1,0.46,0.09,0.45,4.48,17067.0,0.04,0.14,102.42,0.12,0.19,0.09,0.6,0.53,2209.3
150,150,E05013496,37,18.0,0.0,19.0,0.0,92.05405405405403,4.621621621621622,0.7184615384615385,125.54054054054056,4.673333333333333,Alperton,0.14,0.28,0.09,0.41,4.83,15028.0,0.03,0.08,82.42,0.13,0.19,0.1,0.58,0.63,1017.64
151,151,E05013497,77,41.0,0.0,36.0,0.0,128.8961038961039,4.532467532467533,1.496065573770492,136.0,4.6378260869565215,Barnhill,0.15,0.37,0.12,0.46,4.76,11429.0,0.05,0.13,98.83,0.14,0.19,0.13,0.54,0.58,1008.77
152,152,E05013498,270,162.0,0.0,106.0,2.0,145.42222222222222,4.311111111111111,0.9523267326732674,124.56666666666666,4.602455089820359,Brondesbury Park,0.12,0.49,0.09,0.47,3.03,13609.0,0.05,0.14,81.67,0.12,0.15,0.13,0.6,0.54,1201.58
153,153,E05013499,167,99.0,0.0,68.0,0.0,106.38323353293411,3.970059880239521,0.9788617886178862,125.67664670658682,4.568470588235294,Cricklewood & Mapesbury,0.13,0.41,0.09,0.58,3.59,13960.0,0.04,0.12,104.33,0.12,0.16,0.11,0.61,0.59,1165.89
154,154,E05013500,146,81.0,0.0,65.0,0.0,116.96575342465754,5.13013698630137,0.8957547169811321,222.68493150684927,4.611029411764706,Dollis Hill,0.17,0.3,0.11,0.46,4.51,21661.0,0.05,0.13,174.79,0.14,0.21,0.12,0.53,0.66,1032.43
155,155,E05013501,238,136.0,0.0,102.0,0.0,133.36974789915968,3.764705882352941,0.892764705882353,125.9201680672269,4.755187969924813,Harlesden & Kensal Green,0.13,0.35,0.1,0.53,3.86,20090.0,0.05,0.13,203.67,0.13,0.19,0.1,0.58,0.65,1141.89
156,156,E05013502,28,8.0,0.0,20.0,0.0,86.60714285714286,4.785714285714286,1.3426315789473684,181.39285714285717,4.718235294117647,Kenton,0.13,0.43,0.09,0.39,5.07,17705.0,0.04,0.13,75.38,0.11,0.16,0.19,0.54,0.56,974.28
157,157,E05013503,325,238.0,0.0,87.0,0.0,143.07384615384615,5.046153846153846,0.7812033195020748,121.3323076923077,4.715517241379311,Kilburn,0.12,0.46,0.09,0.56,3.15,17202.0,0.05,0.14,143.04,0.12,0.16,0.09,0.63,0.57,2342.71
158,158,E05013504,42,19.0,0.0,22.0,1.0,144.1904761904762,3.452380952380953,0.9941379310344828,190.0,4.5885,Kingsbury,0.11,0.38,0.11,0.42,4.92,11438.0,0.04,0.12,77.21,0.13,0.18,0.12,0.57,0.56,1053.78
159,159,E05013505,36,16.0,0.0,20.0,0.0,112.63888888888889,2.638888888888889,0.7878125,186.77777777777777,4.640833333333333,Northwick Park,0.11,0.44,0.12,0.37,4.95,12127.0,0.04,0.12,69.79,0.14,0.15,0.17,0.54,0.53,1020.08
160,160,E05013506,30,13.0,0.0,17.0,0.0,85.56666666666666,3.8666666666666663,1.587142857142857,135.66666666666666,4.688666666666666,Preston,0.12,0.36,0.11,0.48,5.45,12445.0,0.04,0.11,58.25,0.13,0.19,0.12,0.56,0.57,1007.79
161,161,E05013507,386,254.0,0.0,131.0,1.0,167.53626943005182,4.158031088082901,0.8394370860927152,111.58549222797927,4.739063829787234,Queens Park,0.08,0.53,0.08,0.51,2.62,17095.0,0.04,0.12,133.92,0.1,0.18,0.12,0.6,0.48,1263.98
162,162,E05013508,30,15.0,0.0,15.0,0.0,109.53333333333332,6.433333333333334,0.9884,149.7,4.685238095238096,Queensbury,0.11,0.36,0.09,0.43,5.01,16864.0,0.04,0.1,104.21,0.13,0.17,0.14,0.56,0.56,1061.99
163,163,E05013509,102,51.0,0.0,51.0,0.0,110.30392156862744,5.5,1.1976923076923076,157.49019607843138,4.611587301587301,Roundwood,0.17,0.3,0.1,0.52,4.25,16653.0,0.06,0.15,137.5,0.13,0.21,0.1,0.56,0.68,1057.07
164,164,E05013510,63,27.0,0.0,36.0,0.0,104.2063492063492,2.9047619047619047,0.8452380952380952,126.38095238095238,4.695625,Stonebridge,0.18,0.3,0.13,0.45,4.56,20203.0,0.06,0.15,231.46,0.15,0.21,0.09,0.55,0.69,1081.71
165,165,E05013511,27,12.0,0.0,14.0,1.0,86.85185185185185,3.259259259259259,1.538695652173913,172.22222222222223,4.4705,Sudbury,0.13,0.32,0.12,0.49,5.71,13781.0,0.04,0.11,55.79,0.13,0.19,0.11,0.57,0.62,994.97
166,166,E05013512,53,18.0,0.0,35.0,0.0,108.67924528301889,3.660377358490566,2.2605405405405405,218.67924528301887,4.791111111111111,Tokyngton,0.13,0.3,0.11,0.44,5.0,9915.0,0.04,0.11,44.88,0.14,0.16,0.15,0.55,0.62,873.25
167,167,E05013513,62,31.0,0.0,30.0,1.0,95.58064516129032,3.2419354838709675,1.0316,158.0806451612903,4.768809523809524,Welsh Harp,0.14,0.32,0.1,0.43,4.67,18242.0,0.04,0.12,97.12,0.13,0.19,0.13,0.55,0.63,986.1
168,168,E05013514,46,20.0,0.0,26.0,0.0,110.91304347826087,4.021739130434782,1.1670967741935483,161.69565217391303,4.656923076923077,Wembley Central,0.15,0.27,0.1,0.47,5.16,18020.0,0.04,0.1,116.54,0.14,0.18,0.11,0.57,0.68,1007.79
169,169,E05013515,93,40.0,0.0,51.0,2.0,106.44086021505376,2.7096774193548385,1.6272368421052632,153.10752688172042,4.642537313432836,Wembley Hill,0.12,0.33,0.09,0.54,5.11,15531.0,0.04,0.11,132.83,0.12,0.17,0.11,0.6,0.63,1008.1
170,170,E05013516,86,51.0,0.0,34.0,1.0,141.98837209302326,5.058139534883721,1.8183928571428567,128.51162790697674,4.7387500000000005,Wembley Park,0.06,0.42,0.36,0.66,4.63,7634.0,0.02,0.09,142.25,0.32,0.12,0.02,0.54,0.41,1113.95
171,171,E05013517,243,141.0,0.0,100.0,2.0,95.78189300411525,3.9176954732510287,1.0340217391304347,113.39917695473252,4.498741258741259,Willesden Green,0.13,0.39,0.1,0.6,3.88,19188.0,0.05,0.13,140.38,0.12,0.17,0.11,0.6,0.6,1154.29
172,172,E05013518,40,11.0,0.0,29.0,0.0,76.825,2.875,1.1907407407407409,173.825,4.742272727272727,Central Greenford,0.1,0.38,0.09,0.39,4.97,13966.0,0.04,0.12,92.83,0.12,0.18,0.13,0.57,0.55,1030.45
173,173,E05013519,39,25.0,0.0,14.0,0.0,74.6923076923077,7.205128205128205,0.8419354838709678,200.46153846153845,4.271304347826087,Dormers Wells,0.19,0.28,0.11,0.35,5.1,15184.0,0.06,0.14,82.08,0.14,0.19,0.14,0.53,0.68,1014.18
174,174,E05013520,132,72.0,0.0,60.0,0.0,115.46969696969695,4.257575757575758,0.897319587628866,112.22727272727272,4.724242424242425,Ealing Broadway,0.07,0.62,0.07,0.47,3.44,14226.0,0.03,0.11,181.25,0.09,0.15,0.13,0.63,0.44,1310.21
175,175,E05013521,162,87.0,0.0,73.0,2.0,132.2962962962963,3.938271604938272,0.9752755905511812,120.50617283950618,4.775851063829787,Ealing Common,0.08,0.57,0.09,0.44,3.3,15775.0,0.04,0.13,95.5,0.11,0.14,0.14,0.61,0.46,1272.12
176,176,E05013522,232,145.0,0.0,86.0,1.0,120.40948275862068,5.030172413793103,1.1541447368421054,111.21982758620688,4.734999999999999,East Acton,0.11,0.43,0.1,0.48,3.66,16026.0,0.04,0.12,91.29,0.13,0.17,0.1,0.6,0.55,1168.4
177,177,E05013523,21,8.0,0.0,13.0,0.0,94.61904761904762,3.238095238095238,1.2586666666666666,168.42857142857142,4.821818181818181,Greenford Broadway,0.13,0.36,0.09,0.35,5.27,17025.0,0.05,0.13,105.92,0.12,0.21,0.12,0.55,0.6,1048.03
178,178,E05013524,107,51.0,0.0,54.0,2.0,106.20560747663552,5.579439252336448,0.8441176470588235,160.06542056074767,4.701914893617022,Hanger Hill,0.1,0.54,0.08,0.43,3.63,16824.0,0.03,0.11,113.42,0.09,0.19,0.15,0.57,0.45,1220.71
179,179,E05013525,93,48.0,0.0,45.0,0.0,115.6774193548387,3.139784946236559,1.245,139.23655913978496,4.738085106382979,Hanwell Broadway,0.11,0.49,0.08,0.41,3.66,15105.0,0.04,0.13,104.21,0.1,0.19,0.11,0.6,0.51,1156.04
180,180,E05013526,20,4.0,0.0,14.0,2.0,86.9,1.75,0.5962500000000001,203.5,4.8,Lady Margaret,0.16,0.3,0.09,0.32,5.45,16131.0,0.05,0.13,73.58,0.12,0.18,0.14,0.56,0.62,1023.22
181,181,E05013527,279,168.0,0.0,111.0,0.0,133.3763440860215,5.132616487455197,1.0375892857142857,152.46236559139786,4.725934065934066,North Acton,0.09,0.41,0.21,0.49,3.61,18371.0,0.03,0.12,191.92,0.21,0.15,0.1,0.54,0.54,1149.31
182,182,E05013528,32,10.0,0.0,22.0,0.0,108.78125,4.0,1.0885,171.6875,4.676923076923076,North Greenford,0.1,0.4,0.09,0.39,5.27,16140.0,0.04,0.11,77.29,0.12,0.17,0.13,0.58,0.53,1033.56
183,183,E05013529,69,32.0,0.0,37.0,0.0,96.69565217391305,4.0144927536231885,0.995625,159.46376811594203,4.77125,North Hanwell,0.11,0.44,0.09,0.36,3.97,15047.0,0.04,0.14,72.04,0.12,0.2,0.13,0.55,0.55,1126.58
184,184,E05013530,88,38.0,0.0,50.0,0.0,107.48863636363636,3.534090909090909,0.9615254237288136,86.4090909090909,4.811702127659575,Northfield,0.06,0.62,0.08,0.4,3.31,14460.0,0.03,0.11,55.33,0.1,0.19,0.14,0.57,0.41,1205.8
185,185,E05013531,29,13.0,0.0,15.0,1.0,118.72413793103448,2.206896551724138,1.0946153846153843,169.06896551724137,4.71,Northolt Mandeville,0.13,0.36,0.1,0.38,5.88,17370.0,0.04,0.13,96.92,0.13,0.2,0.12,0.55,0.59,1043.89
186,186,E05013532,27,11.0,0.0,16.0,0.0,66.07407407407408,3.5185185185185186,1.2085,184.77777777777777,4.507857142857143,Northolt West End,0.15,0.32,0.1,0.34,5.84,16528.0,0.05,0.13,101.46,0.13,0.23,0.1,0.54,0.65,1007.72
187,187,E05013533,46,17.0,0.0,29.0,0.0,79.47826086956522,3.5869565217391304,0.9854285714285714,182.84782608695653,4.66,Norwood Green,0.18,0.34,0.1,0.34,5.2,15450.0,0.05,0.13,129.08,0.13,0.19,0.11,0.57,0.62,1082.65
188,188,E05013534,61,28.0,0.0,33.0,0.0,89.06557377049181,4.688524590163935,1.2715909090909092,161.63934426229508,4.739999999999999,Perivale,0.12,0.37,0.09,0.37,4.67,16205.0,0.04,0.12,120.54,0.12,0.17,0.13,0.58,0.56,1100.74
189,189,E05013535,81,40.0,0.0,40.0,1.0,115.54320987654322,3.54320987654321,0.8803508771929824,137.5185185185185,4.848636363636364,Pitshanger,0.1,0.53,0.09,0.38,3.66,15163.0,0.04,0.13,65.25,0.12,0.19,0.15,0.54,0.5,1190.84
190,190,E05013536,200,124.0,0.0,76.0,0.0,109.68,3.845,1.063030303030303,175.615,4.74336,South Acton,0.12,0.49,0.08,0.48,3.64,17096.0,0.05,0.14,145.0,0.11,0.18,0.09,0.62,0.53,1272.12
191,191,E05013537,11,1.0,0.0,10.0,0.0,99.36363636363636,1.181818181818182,0.8277777777777778,240.27272727272728,4.498571428571429,Southall Broadway,0.2,0.23,0.11,0.45,5.48,10964.0,0.05,0.12,134.5,0.14,0.18,0.12,0.56,0.73,1001.0
192,192,E05013538,16,6.0,0.0,10.0,0.0,100.125,2.875,0.8663636363636363,210.0,4.432857142857143,Southall Green,0.21,0.21,0.11,0.44,5.68,16337.0,0.04,0.11,134.33,0.14,0.2,0.1,0.56,0.74,956.04
193,193,E05013539,11,6.0,0.0,5.0,0.0,145.1818181818182,12.0,1.2374999999999998,207.8181818181818,4.335,Southall West,0.2,0.23,0.11,0.42,5.94,6809.0,0.05,0.12,41.62,0.14,0.21,0.11,0.54,0.73,938.47
194,194,E05013540,183,132.0,0.0,50.0,1.0,147.08743169398906,4.344262295081967,0.7224087591240875,106.95628415300548,4.752571428571429,Southfield,0.06,0.64,0.06,0.43,2.61,16222.0,0.03,0.09,75.46,0.09,0.17,0.12,0.62,0.36,1312.04
195,195,E05013541,119,80.0,0.0,39.0,0.0,154.08403361344537,2.6638655462184877,0.8692783505154639,138.21008403361344,4.763225806451612,Walpole,0.08,0.6,0.06,0.41,3.31,14661.0,0.03,0.12,106.83,0.09,0.17,0.12,0.62,0.44,1230.16
196,196,E05013542,13,4.0,0.0,8.0,1.0,93.0,2.3846153846153846,1.039,250.46153846153845,4.375,Belmont,0.09,0.5,0.08,0.27,5.0,9144.0,0.03,0.1,30.58,0.11,0.19,0.18,0.52,0.45,2343.05
197,197,E05013543,15,6.0,0.0,9.0,0.0,109.13333333333334,6.333333333333333,0.6263636363636363,183.0,4.788571428571429,Canons,0.1,0.52,0.07,0.33,4.57,9128.0,0.04,0.13,37.42,0.1,0.16,0.22,0.52,0.49,1274.65
198,198,E05013544,20,6.0,0.0,12.0,2.0,84.75,6.95,1.0414285714285714,186.2,4.897272727272727,Centenary,0.1,0.43,0.09,0.34,5.22,14534.0,0.03,0.1,45.12,0.12,0.19,0.14,0.55,0.49,1342.57
199,199,E05013545,34,14.0,0.0,20.0,0.0,97.44117647058825,5.029411764705882,0.982608695652174,194.23529411764707,4.586470588235294,Edgware,0.12,0.33,0.1,0.42,5.26,16008.0,0.04,0.11,81.79,0.12,0.19,0.13,0.56,0.58,2311.23
200,200,E05013546,67,39.0,0.0,28.0,0.0,106.1641791044776,4.1940298507462686,0.7928301886792453,166.1044776119403,4.615135135135135,Greenhill,0.12,0.5,0.09,0.47,4.6,11414.0,0.04,0.11,182.12,0.1,0.18,0.1,0.62,0.51,1282.38
201,201,E05013547,48,30.0,0.0,18.0,0.0,104.8125,3.4791666666666665,1.1405263157894738,200.64583333333331,4.720909090909091,Harrow on the Hill,0.11,0.48,0.13,0.41,4.51,10806.0,0.04,0.12,61.0,0.15,0.18,0.13,0.54,0.49,1274.65
202,202,E05013548,17,5.0,0.0,12.0,0.0,80.29411764705883,6.235294117647059,0.515,160.41176470588235,4.8244444444444445,Harrow Weald,0.12,0.43,0.09,0.29,5.07,14544.0,0.06,0.17,67.38,0.12,0.17,0.19,0.52,0.58,1113.8
203,203,E05013549,6,5.0,0.0,1.0,0.0,383.5,6.333333333333333,0.13,255.33333333333331,4.19,Hatch End,0.09,0.57,0.07,0.27,4.73,9586.0,0.03,0.11,34.17,0.09,0.19,0.21,0.51,0.44,1272.91
204,204,E05013550,24,8.0,0.0,16.0,0.0,103.08333333333331,7.208333333333333,0.8276470588235294,150.625,4.811999999999999,Headstone,0.08,0.54,0.08,0.34,4.54,15060.0,0.03,0.11,52.92,0.11,0.19,0.14,0.56,0.47,1180.78
205,205,E05013551,11,5.0,0.0,6.0,0.0,103.27272727272728,2.636363636363636,1.1455555555555557,235.0,4.807777777777778,Kenton East,0.13,0.34,0.09,0.38,5.26,14594.0,0.04,0.11,49.38,0.12,0.18,0.15,0.55,0.58,1138.74
206,206,E05013552,12,8.0,0.0,4.0,0.0,171.83333333333334,5.5,0.88,194.16666666666663,4.554285714285714,Kenton West,0.11,0.46,0.08,0.31,5.25,9576.0,0.04,0.12,34.29,0.11,0.16,0.19,0.54,0.49,1063.93
207,207,E05013553,36,15.0,0.0,20.0,1.0,77.0,2.888888888888889,1.0847826086956522,131.13888888888889,4.804166666666666,Marlborough,0.12,0.44,0.09,0.48,4.96,11370.0,0.04,0.12,64.79,0.1,0.2,0.11,0.59,0.54,1180.78
208,208,E05013554,22,14.0,0.0,7.0,1.0,97.8181818181818,5.681818181818182,0.4327272727272727,124.1818181818182,4.445714285714286,North Harrow,0.09,0.53,0.08,0.37,4.74,9231.0,0.04,0.11,35.92,0.1,0.17,0.18,0.55,0.46,1072.24
209,209,E05013555,17,11.0,0.0,6.0,0.0,182.8823529411765,3.647058823529412,0.98,123.17647058823528,4.604545454545455,Pinner,0.09,0.58,0.07,0.32,4.61,13259.0,0.03,0.13,56.62,0.1,0.18,0.21,0.51,0.44,1235.99
210,210,E05013556,28,12.0,0.0,15.0,1.0,91.32142857142856,2.821428571428572,1.1111538461538462,177.0,4.793,Pinner South,0.07,0.62,0.07,0.33,4.65,15113.0,0.03,0.11,40.5,0.1,0.2,0.18,0.52,0.42,1165.41
211,211,E05013557,10,4.0,0.0,5.0,1.0,56.6,4.9,0.67,199.8,4.88,Rayners Lane,0.1,0.47,0.1,0.35,5.08,9630.0,0.03,0.11,28.12,0.13,0.19,0.14,0.54,0.48,1052.3
212,212,E05013558,14,8.0,0.0,6.0,0.0,107.28571428571428,1.4285714285714286,1.2815384615384615,247.57142857142856,4.43625,Roxbourne,0.14,0.39,0.1,0.35,5.55,9816.0,0.05,0.13,52.54,0.14,0.2,0.11,0.55,0.58,1207.28
213,213,E05013559,25,16.0,0.0,9.0,0.0,97.56,3.0,1.2945,225.6,4.724705882352941,Roxeth,0.13,0.39,0.1,0.38,5.76,15770.0,0.04,0.11,94.67,0.12,0.19,0.13,0.56,0.55,1062.27
214,214,E05013560,19,13.0,0.0,6.0,0.0,139.68421052631578,2.6842105263157894,0.977,176.47368421052633,4.89,Stanmore,0.12,0.49,0.08,0.3,5.05,13703.0,0.05,0.15,58.71,0.11,0.17,0.22,0.5,0.52,1313.03
215,215,E05013561,10,3.0,0.0,7.0,0.0,74.3,2.4,1.2085714285714286,166.5,4.691428571428572,Wealdstone North,0.13,0.37,0.11,0.36,4.88,10358.0,0.04,0.12,57.96,0.13,0.22,0.11,0.54,0.57,1113.8
216,216,E05013562,19,10.0,0.0,9.0,0.0,86.73684210526316,3.631578947368421,0.9029411764705884,148.26315789473685,4.720833333333333,Wealdstone South,0.14,0.33,0.09,0.43,5.52,8090.0,0.05,0.12,64.33,0.13,0.21,0.11,0.55,0.6,990.79
217,217,E05013563,15,6.0,0.0,9.0,0.0,89.4,5.8,1.297857142857143,146.46666666666667,4.71,West Harrow,0.1,0.45,0.09,0.4,5.1,10514.0,0.04,0.12,38.12,0.12,0.18,0.11,0.59,0.56,1154.28
218,218,E05013564,13,2.0,0.0,11.0,0.0,92.84615384615384,1.7692307692307692,0.5128571428571428,179.0,4.5825,Belmore,0.15,0.31,0.11,0.27,5.89,17369.0,0.04,0.11,100.58,0.13,0.21,0.11,0.55,0.62,1054.41
219,219,E05013565,13,4.0,0.0,9.0,0.0,60.76923076923077,1.6923076923076923,1.002222222222222,150.30769230769232,4.79125,Charville,0.12,0.37,0.09,0.22,5.5,11481.0,0.04,0.12,51.33,0.14,0.2,0.13,0.53,0.57,970.73
220,220,E05013566,72,18.0,0.0,50.0,4.0,86.52777777777777,3.875,1.0527777777777778,184.19444444444449,4.645142857142858,Colham & Cowley,0.1,0.37,0.2,0.24,5.5,19263.0,0.04,0.14,143.67,0.2,0.18,0.12,0.5,0.6,1124.21
221,221,E05013567,15,7.0,0.0,8.0,0.0,74.4,1.6666666666666667,2.102307692307692,80.66666666666667,4.801818181818182,Eastcote,0.07,0.59,0.06,0.26,4.64,16672.0,0.04,0.14,63.42,0.1,0.17,0.2,0.53,0.45,1213.89
222,222,E05013568,20,9.0,0.0,11.0,0.0,109.35,6.95,1.3990909090909092,93.05,4.818333333333333,Harefield Village,0.08,0.5,0.05,0.1,5.85,5756.0,0.05,0.17,26.83,0.09,0.17,0.2,0.54,0.5,1184.7
223,223,E05013569,50,16.0,0.0,33.0,1.0,96.12,3.9,1.121764705882353,211.26,4.73,Hayes Town,0.16,0.34,0.1,0.37,5.62,15292.0,0.04,0.11,156.33,0.13,0.21,0.08,0.58,0.62,1020.94
224,224,E05013570,138,67.0,0.0,70.0,1.0,121.7608695652174,2.557971014492753,1.761,251.81159420289856,4.366923076923077,Heathrow Villages,0.11,0.33,0.08,0.42,5.85,14035.0,0.04,0.11,419.29,0.11,0.2,0.1,0.59,0.67,937.25
225,225,E05013571,22,9.0,0.0,13.0,0.0,80.63636363636364,3.8181818181818175,0.9717647058823528,252.45454545454547,4.8925,Hillingdon East,0.1,0.47,0.07,0.2,5.39,15641.0,0.04,0.13,65.88,0.12,0.2,0.14,0.54,0.52,1087.89
226,226,E05013572,33,13.0,0.0,20.0,0.0,93.87878787878788,5.03030303030303,0.8344,150.6969696969697,4.694,Hillingdon West,0.09,0.53,0.09,0.23,5.37,9861.0,0.03,0.12,40.0,0.11,0.2,0.12,0.57,0.47,1213.88
227,227,E05013573,30,12.0,0.0,17.0,1.0,83.3,4.233333333333333,0.6119230769230769,154.83333333333334,4.876470588235295,Ickenham & South Harefield,0.06,0.6,0.05,0.2,5.19,15511.0,0.03,0.12,48.42,0.1,0.18,0.19,0.53,0.41,1233.28
228,228,E05013574,18,7.0,0.0,11.0,0.0,92.55555555555556,7.0,0.6923076923076923,180.72222222222223,4.532222222222222,Northwood,0.08,0.6,0.06,0.28,5.4,11307.0,0.04,0.14,51.17,0.08,0.17,0.24,0.51,0.45,1311.25
229,229,E05013575,19,11.0,0.0,8.0,0.0,101.6842105263158,2.736842105263158,1.19,190.7894736842105,4.670833333333333,Northwood Hills,0.08,0.54,0.07,0.29,5.3,11857.0,0.04,0.14,56.88,0.1,0.19,0.18,0.53,0.48,1178.87
230,230,E05013576,43,16.0,0.0,27.0,0.0,83.46511627906976,3.0930232558139537,2.937222222222222,218.3023255813953,4.614137931034483,Pinkwell,0.15,0.3,0.11,0.29,5.56,16848.0,0.04,0.11,108.25,0.14,0.21,0.1,0.55,0.63,1027.63
231,231,E05013577,15,9.0,0.0,6.0,0.0,100.13333333333334,4.933333333333334,1.719,85.26666666666667,4.785714285714286,Ruislip,0.07,0.59,0.06,0.22,4.75,15506.0,0.04,0.14,73.96,0.1,0.17,0.21,0.52,0.45,1213.89
232,232,E05013578,13,6.0,0.0,7.0,0.0,106.15384615384616,1.6153846153846154,0.44125,146.30769230769232,4.89,Ruislip Manor,0.06,0.55,0.06,0.28,5.06,10853.0,0.03,0.12,35.62,0.1,0.19,0.16,0.55,0.45,1182.37
233,233,E05013579,32,14.0,0.0,18.0,0.0,110.375,4.65625,1.163181818181818,209.875,4.638095238095239,South Ruislip,0.08,0.52,0.06,0.27,5.25,17045.0,0.03,0.12,90.46,0.1,0.2,0.13,0.57,0.48,1202.21
234,234,E05013580,67,32.0,0.0,35.0,0.0,88.02985074626865,4.059701492537314,1.1185106382978725,206.13432835820896,4.730526315789473,Uxbridge,0.08,0.41,0.24,0.28,5.7,18137.0,0.04,0.14,261.62,0.22,0.16,0.12,0.5,0.53,1109.64
235,235,E05013581,111,43.0,0.0,68.0,0.0,92.84684684684684,2.810810810810811,1.0858024691358026,171.17117117117118,4.654067796610169,West Drayton,0.12,0.42,0.08,0.27,5.45,18432.0,0.04,0.14,109.17,0.11,0.22,0.1,0.57,0.56,1178.86
236,236,E05013582,31,7.0,0.0,24.0,0.0,74.45161290322581,1.7419354838709675,1.05,143.38709677419354,4.852,Wood End,0.16,0.32,0.1,0.27,5.68,19389.0,0.05,0.15,142.58,0.13,0.23,0.12,0.52,0.65,1049.39
237,237,E05013583,23,8.0,0.0,15.0,0.0,81.82608695652173,3.4782608695652173,0.4705882352941176,214.1304347826087,4.566363636363636,Yeading,0.15,0.33,0.09,0.27,5.63,13555.0,0.04,0.12,105.25,0.12,0.24,0.09,0.55,0.63,1012.57
238,238,E05013584,56,29.0,0.0,27.0,0.0,116.78571428571428,2.7142857142857144,1.0059090909090909,207.2142857142857,4.698285714285714,Yiewsley,0.12,0.4,0.08,0.3,5.64,12125.0,0.04,0.13,106.88,0.12,0.23,0.08,0.57,0.61,1167.12
239,239,E05013585,69,41.0,0.0,28.0,0.0,128.33333333333334,3.0,0.74,147.84057971014494,4.750434782608696,Alexandra Park,0.05,0.64,0.07,0.4,2.59,9078.0,0.03,0.11,53.88,0.1,0.22,0.14,0.54,0.41,1269.72
240,240,E05013586,73,33.0,0.0,40.0,0.0,113.42465753424658,4.315068493150685,0.9212962962962964,118.23287671232876,4.81,Bounds Green,0.1,0.45,0.08,0.53,4.07,9752.0,0.05,0.13,69.88,0.11,0.17,0.11,0.61,0.57,1096.43
241,241,E05013587,45,21.0,0.0,23.0,1.0,103.44444444444444,4.444444444444445,0.9987878787878788,158.73333333333332,4.6196153846153845,Bruce Castle,0.17,0.28,0.1,0.56,5.36,14052.0,0.06,0.15,143.21,0.13,0.21,0.09,0.57,0.69,953.41
242,242,E05013588,149,91.0,1.0,56.0,1.0,131.21476510067114,4.281879194630872,0.8333884297520662,105.16778523489933,4.833232323232323,Crouch End,0.06,0.67,0.05,0.43,2.33,12994.0,0.03,0.12,77.62,0.08,0.16,0.13,0.63,0.43,1251.64
243,243,E05013589,88,51.0,0.0,37.0,0.0,119.70454545454544,5.056818181818182,0.9454411764705885,123.14772727272728,4.829615384615384,Fortis Green,0.07,0.6,0.09,0.4,2.94,12878.0,0.03,0.12,49.21,0.11,0.19,0.14,0.56,0.42,1194.95
244,244,E05013590,196,118.0,0.0,77.0,1.0,111.23469387755102,3.591836734693877,0.979078947368421,101.19897959183672,4.783982300884956,Harringay,0.1,0.49,0.07,0.59,3.49,14426.0,0.04,0.13,134.67,0.1,0.13,0.08,0.69,0.57,1197.32
245,245,E05013591,103,48.0,0.0,55.0,0.0,93.62135922330096,3.883495145631068,0.805068493150685,77.52427184466019,4.779622641509434,Hermitage & Gardens,0.11,0.42,0.08,0.58,3.82,8956.0,0.05,0.14,95.88,0.12,0.13,0.08,0.67,0.62,1119.54
246,246,E05013592,147,103.0,0.0,43.0,1.0,144.45578231292518,4.197278911564626,0.9221929824561405,102.37414965986396,4.723953488372093,Highgate,0.06,0.67,0.07,0.43,2.29,12498.0,0.03,0.12,72.5,0.08,0.15,0.14,0.63,0.39,2552.43
