ward code,ward name,Entire home/apt,Hotel room,Private room,Shared room,avg_price,avg_minimum_nights,avg_reviews_per_month,avg_availability_365,avg_star_rate,nonwork_rate,advanced_education_rate,public_transport_station_coverage,average_commute_distance,All Usual residents,unhealthy_rate,disabled_pro,average_crime,children_teenager,old_people,middle_aged,mean_rent_price
E05013513,Welsh Harp,31.0,0.0,30.0,1.0,95.58064516129032,3.2419354838709675,1.0316,158.0806451612903,4.768809523809524,0.14,0.1,0.43,4.67,18242.0,0.04,0.12,97.12,0.19,0.13,0.55,986.1
E05013514,Wembley Central,20.0,0.0,26.0,0.0,110.91304347826087,4.021739130434782,1.1670967741935483,161.69565217391303,4.656923076923077,0.15,0.1,0.47,5.16,18020.0,0.04,0.1,116.54,0.18,0.11,0.57,1007.79
E05013515,Wembley Hill,40.0,0.0,51.0,2.0,106.44086021505376,2.7096774193548385,1.6272368421052632,153.10752688172042,4.642537313432836,0.12,0.09,0.54,5.11,15531.0,0.04,0.11,132.83,0.17,0.11,0.6,1008.1
E05013516,Wembley Park,51.0,0.0,34.0,1.0,141.98837209302326,5.058139534883721,1.8183928571428567,128.51162790697674,4.7387500000000005,0.06,0.36,0.66,4.63,7634.0,0.02,0.09,142.25,0.12,0.02,0.54,1113.95
E05013517,Willesden Green,141.0,0.0,100.0,2.0,95.78189300411525,3.9176954732510287,1.0340217391304347,113.39917695473252,4.498741258741259,0.13,0.1,0.6,3.88,19188.0,0.05,0.13,140.38,0.17,0.11,0.6,1154.29
E05013518,Central Greenford,11.0,0.0,29.0,0.0,76.825,2.875,1.1907407407407409,173.825,4.742272727272727,0.1,0.09,0.39,4.97,13966.0,0.04,0.12,92.83,0.18,0.13,0.57,1030.45
E05013519,Dormers Wells,25.0,0.0,14.0,0.0,74.6923076923077,7.205128205128205,0.8419354838709678,200.46153846153845,4.271304347826087,0.19,0.11,0.35,5.1,15184.0,0.06,0.14,82.08,0.19,0.14,0.53,1014.18
E05013520,Ealing Broadway,72.0,0.0,60.0,0.0,115.46969696969695,4.257575757575758,0.897319587628866,112.22727272727272,4.724242424242425,0.07,0.07,0.47,3.44,14226.0,0.03,0.11,181.25,0.15,0.13,0.63,1310.21
E05013521,Ealing Common,87.0,0.0,73.0,2.0,132.2962962962963,3.938271604938272,0.9752755905511812,120.50617283950618,4.775851063829787,0.08,0.09,0.44,3.3,15775.0,0.04,0.13,95.5,0.14,0.14,0.61,1272.12
E05013522,East Acton,145.0,0.0,86.0,1.0,120.40948275862068,5.030172413793103,1.1541447368421054,111.21982758620688,4.734999999999999,0.11,0.1,0.48,3.66,16026.0,0.04,0.12,91.29,0.17,0.1,0.6,1168.4
E05013523,Greenford Broadway,8.0,0.0,13.0,0.0,94.61904761904762,3.238095238095238,1.2586666666666666,168.42857142857142,4.821818181818181,0.13,0.09,0.35,5.27,17025.0,0.05,0.13,105.92,0.21,0.12,0.55,1048.03
E05013524,Hanger Hill,51.0,0.0,54.0,2.0,106.20560747663552,5.579439252336448,0.8441176470588235,160.06542056074767,4.701914893617022,0.1,0.08,0.43,3.63,16824.0,0.03,0.11,113.42,0.19,0.15,0.57,1220.71
E05013525,Hanwell Broadway,48.0,0.0,45.0,0.0,115.6774193548387,3.139784946236559,1.245,139.23655913978496,4.738085106382979,0.11,0.08,0.41,3.66,15105.0,0.04,0.13,104.21,0.19,0.11,0.6,1156.04
E05013526,Lady Margaret,4.0,0.0,14.0,2.0,86.9,1.75,0.5962500000000001,203.5,4.8,0.16,0.09,0.32,5.45,16131.0,0.05,0.13,73.58,0.18,0.14,0.56,1023.22
E05013527,North Acton,168.0,0.0,111.0,0.0,133.3763440860215,5.132616487455197,1.0375892857142857,152.46236559139786,4.725934065934066,0.09,0.21,0.49,3.61,18371.0,0.03,0.12,191.92,0.15,0.1,0.54,1149.31
E05013528,North Greenford,10.0,0.0,22.0,0.0,108.78125,4.0,1.0885,171.6875,4.676923076923076,0.1,0.09,0.39,5.27,16140.0,0.04,0.11,77.29,0.17,0.13,0.58,1033.56
E05013529,North Hanwell,32.0,0.0,37.0,0.0,96.69565217391305,4.0144927536231885,0.995625,159.46376811594203,4.77125,0.11,0.09,0.36,3.97,15047.0,0.04,0.14,72.04,0.2,0.13,0.55,1126.58
E05013530,Northfield,38.0,0.0,50.0,0.0,107.48863636363636,3.534090909090909,0.9615254237288136,86.4090909090909,4.811702127659575,0.06,0.08,0.4,3.31,14460.0,0.03,0.11,55.33,0.19,0.14,0.57,1205.8
E05013531,Northolt Mandeville,13.0,0.0,15.0,1.0,118.72413793103448,2.206896551724138,1.0946153846153843,169.06896551724137,4.71,0.13,0.1,0.38,5.88,17370.0,0.04,0.13,96.92,0.2,0.12,0.55,1043.89
E05013532,Northolt West End,11.0,0.0,16.0,0.0,66.07407407407408,3.5185185185185186,1.2085,184.77777777777777,4.507857142857143,0.15,0.1,0.34,5.84,16528.0,0.05,0.13,101.46,0.23,0.1,0.54,1007.72
